1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
1393, taiga, druidcraft:darkwood_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1394, taiga, druidcraft:darkwood_forest, MONSTER, minecraft:creeper, 80, 4, 4
1395, taiga, druidcraft:darkwood_forest, MONSTER, minecraft:slime, 80, 4, 4
1396, taiga, druidcraft:darkwood_forest, MONSTER, minecraft:enderman, 10, 1, 4
1397, taiga, druidcraft:darkwood_forest, MONSTER, minecraft:witch, 5, 1, 1
1398, taiga, druidcraft:darkwood_forest, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
1399, taiga, druidcraft:darkwood_forest, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
1400, taiga, druidcraft:darkwood_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1401, taiga, druidcraft:darkwood_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1402, taiga, druidcraft:darkwood_forest, MONSTER, minecraft:stray, 80, 4, 4
1403, taiga, druidcraft:darkwood_forest, MONSTER, eidolon:wraith, 80, 1, 2
1404, taiga, druidcraft:darkwood_forest, MONSTER, eidolon:zombie_brute, 20, 1, 2
1405, taiga, druidcraft:darkwood_forest, MONSTER, druidcraft:beetle, 10, 1, 2
1406, taiga, druidcraft:darkwood_forest, MONSTER, direbats:direbat, 80, 1, 4
1407, taiga, druidcraft:darkwood_forest, MONSTER, quark:stoneling, 80, 1, 1
1408, taiga, druidcraft:darkwood_forest, MONSTER, quark:toretoise, 80, 1, 1
1409, taiga, druidcraft:darkwood_forest, CREATURE, minecraft:fox, 8, 2, 4
1410, taiga, druidcraft:darkwood_forest, CREATURE, minecraft:sheep, 12, 4, 4
1411, taiga, druidcraft:darkwood_forest, CREATURE, frozenup:chilloo, 5, 2, 3
1412, taiga, druidcraft:darkwood_forest, CREATURE, snowpig:snow_pig, 5, 4, 4
1413, taiga, druidcraft:darkwood_forest, CREATURE, minecraft:chicken, 10, 4, 4
1414, taiga, druidcraft:darkwood_forest, CREATURE, minecraft:cow, 8, 4, 4
1415, taiga, druidcraft:darkwood_forest, CREATURE, minecraft:polar_bear, 5, 1, 2
1416, taiga, druidcraft:darkwood_forest, CREATURE, snowpig:snow_pig, 10, 4, 4
1417, taiga, druidcraft:darkwood_forest, AMBIENT, minecraft:bat, 10, 8, 8
1418, taiga, druidcraft:darkwood_forest, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1419, taiga, druidcraft:darkwood_forest, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1420, taiga, traverse:snowy_coniferous_forest, MONSTER, minecraft:spider, 80, 4, 4
1421, taiga, traverse:snowy_coniferous_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1422, taiga, traverse:snowy_coniferous_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1423, taiga, traverse:snowy_coniferous_forest, MONSTER, minecraft:creeper, 80, 4, 4
1424, taiga, traverse:snowy_coniferous_forest, MONSTER, minecraft:slime, 80, 4, 4
1425, taiga, traverse:snowy_coniferous_forest, MONSTER, minecraft:enderman, 10, 1, 4
1426, taiga, traverse:snowy_coniferous_forest, MONSTER, minecraft:witch, 5, 1, 1
1427, taiga, traverse:snowy_coniferous_forest, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
1428, taiga, traverse:snowy_coniferous_forest, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
1429, taiga, traverse:snowy_coniferous_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1430, taiga, traverse:snowy_coniferous_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1431, taiga, traverse:snowy_coniferous_forest, MONSTER, minecraft:stray, 80, 4, 4
1432, taiga, traverse:snowy_coniferous_forest, MONSTER, eidolon:wraith, 80, 1, 2
1433, taiga, traverse:snowy_coniferous_forest, MONSTER, eidolon:zombie_brute, 20, 1, 2
1434, taiga, traverse:snowy_coniferous_forest, MONSTER, iceandfire:dread_lich, 5, 1, 1
1435, taiga, traverse:snowy_coniferous_forest, MONSTER, iceandfire:troll, 5, 1, 3
1436, taiga, traverse:snowy_coniferous_forest, MONSTER, druidcraft:beetle, 10, 1, 2
1437, taiga, traverse:snowy_coniferous_forest, MONSTER, druidcraft:dreadfish, 40, 1, 3
1438, taiga, traverse:snowy_coniferous_forest, MONSTER, direbats:direbat, 80, 1, 4
1439, taiga, traverse:snowy_coniferous_forest, MONSTER, quark:stoneling, 80, 1, 1
1440, taiga, traverse:snowy_coniferous_forest, MONSTER, quark:toretoise, 80, 1, 1
1441, taiga, traverse:snowy_coniferous_forest, CREATURE, minecraft:sheep, 12, 4, 4
1442, taiga, traverse:snowy_coniferous_forest, CREATURE, snowpig:snow_pig, 5, 4, 4
1443, taiga, traverse:snowy_coniferous_forest, CREATURE, minecraft:chicken, 10, 4, 4
1444, taiga, traverse:snowy_coniferous_forest, CREATURE, minecraft:cow, 8, 4, 4
1445, taiga, traverse:snowy_coniferous_forest, CREATURE, frozenup:chilloo, 5, 2, 3
1446, taiga, traverse:snowy_coniferous_forest, CREATURE, minecraft:wolf, 5, 4, 4
1447, taiga, traverse:snowy_coniferous_forest, CREATURE, alexsmobs:moose, 9, 3, 4
1448, taiga, traverse:snowy_coniferous_forest, CREATURE, alexsmobs:moose, 9, 3, 4
1449, taiga, traverse:snowy_coniferous_forest, CREATURE, minecraft:polar_bear, 5, 1, 2
1450, taiga, traverse:snowy_coniferous_forest, CREATURE, snowpig:snow_pig, 10, 4, 4
1451, taiga, traverse:snowy_coniferous_forest, CREATURE, druidcraft:lunar_moth, 5, 2, 5
1452, taiga, traverse:snowy_coniferous_forest, AMBIENT, minecraft:bat, 10, 8, 8
1453, taiga, traverse:snowy_coniferous_forest, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1454, taiga, traverse:snowy_coniferous_forest, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1455, forest, traverse:autumnal_woods, MONSTER, minecraft:spider, 80, 4, 4
1456, forest, traverse:autumnal_woods, MONSTER, minecraft:zombie, 80, 4, 4
1457, forest, traverse:autumnal_woods, MONSTER, minecraft:zombie_villager, 5, 1, 1
1458, forest, traverse:autumnal_woods, MONSTER, minecraft:skeleton, 80, 4, 4
1459, forest, traverse:autumnal_woods, MONSTER, minecraft:creeper, 80, 4, 4
1460, forest, traverse:autumnal_woods, MONSTER, minecraft:slime, 80, 4, 4
1461, forest, traverse:autumnal_woods, MONSTER, minecraft:enderman, 10, 1, 4
1462, forest, traverse:autumnal_woods, MONSTER, minecraft:witch, 5, 1, 1
1463, forest, traverse:autumnal_woods, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
1464, forest, traverse:autumnal_woods, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1465, forest, traverse:autumnal_woods, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1466, forest, traverse:autumnal_woods, MONSTER, minecraft:stray, 80, 4, 4
1467, forest, traverse:autumnal_woods, MONSTER, eidolon:wraith, 80, 1, 2
1468, forest, traverse:autumnal_woods, MONSTER, eidolon:zombie_brute, 20, 1, 2
1469, forest, traverse:autumnal_woods, MONSTER, iceandfire:troll, 5, 1, 3
1470, forest, traverse:autumnal_woods, MONSTER, druidcraft:beetle, 10, 1, 2
1471, forest, traverse:autumnal_woods, MONSTER, direbats:direbat, 80, 1, 4
1472, forest, traverse:autumnal_woods, MONSTER, quark:stoneling, 80, 1, 1
1473, forest, traverse:autumnal_woods, MONSTER, quark:toretoise, 80, 1, 1
1474, forest, traverse:autumnal_woods, CREATURE, minecraft:sheep, 12, 4, 4
1475, forest, traverse:autumnal_woods, CREATURE, snowpig:snow_pig, 5, 4, 4
1476, forest, traverse:autumnal_woods, CREATURE, minecraft:chicken, 10, 4, 4
1477, forest, traverse:autumnal_woods, CREATURE, minecraft:cow, 8, 4, 4
1478, forest, traverse:autumnal_woods, CREATURE, minecraft:wolf, 5, 4, 4
1479, forest, traverse:autumnal_woods, CREATURE, minecraft:polar_bear, 5, 1, 2
1480, forest, traverse:autumnal_woods, CREATURE, snowpig:snow_pig, 10, 4, 4
1481, forest, traverse:autumnal_woods, CREATURE, druidcraft:lunar_moth, 5, 2, 5
1482, forest, traverse:autumnal_woods, AMBIENT, minecraft:bat, 10, 8, 8
1483, forest, traverse:autumnal_woods, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1484, forest, traverse:autumnal_woods, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1485, forest, traverse:coniferous_forest, MONSTER, minecraft:spider, 80, 4, 4
1486, forest, traverse:coniferous_forest, MONSTER, minecraft:zombie, 80, 4, 4
1487, forest, traverse:coniferous_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1488, forest, traverse:coniferous_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1489, forest, traverse:coniferous_forest, MONSTER, minecraft:creeper, 80, 4, 4
1490, forest, traverse:coniferous_forest, MONSTER, minecraft:slime, 80, 4, 4
1491, forest, traverse:coniferous_forest, MONSTER, minecraft:enderman, 10, 1, 4
1492, forest, traverse:coniferous_forest, MONSTER, minecraft:witch, 5, 1, 1
1493, forest, traverse:coniferous_forest, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
1494, forest, traverse:coniferous_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1495, forest, traverse:coniferous_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1496, forest, traverse:coniferous_forest, MONSTER, minecraft:stray, 80, 4, 4
1497, forest, traverse:coniferous_forest, MONSTER, eidolon:wraith, 80, 1, 2
1498, forest, traverse:coniferous_forest, MONSTER, eidolon:zombie_brute, 20, 1, 2
1499, forest, traverse:coniferous_forest, MONSTER, iceandfire:troll, 5, 1, 3
1500, forest, traverse:coniferous_forest, MONSTER, druidcraft:beetle, 10, 1, 2
1501, forest, traverse:coniferous_forest, MONSTER, direbats:direbat, 80, 1, 4
1502, forest, traverse:coniferous_forest, MONSTER, quark:stoneling, 80, 1, 1
1503, forest, traverse:coniferous_forest, MONSTER, quark:toretoise, 80, 1, 1
1504, forest, traverse:coniferous_forest, CREATURE, minecraft:sheep, 12, 4, 4
1505, forest, traverse:coniferous_forest, CREATURE, snowpig:snow_pig, 5, 4, 4
1506, forest, traverse:coniferous_forest, CREATURE, minecraft:chicken, 10, 4, 4
1507, forest, traverse:coniferous_forest, CREATURE, minecraft:cow, 8, 4, 4
1508, forest, traverse:coniferous_forest, CREATURE, minecraft:wolf, 5, 4, 4
1509, forest, traverse:coniferous_forest, CREATURE, minecraft:polar_bear, 5, 1, 2
1510, forest, traverse:coniferous_forest, CREATURE, snowpig:snow_pig, 10, 4, 4
1511, forest, traverse:coniferous_forest, CREATURE, druidcraft:lunar_moth, 5, 2, 5
1512, forest, traverse:coniferous_forest, AMBIENT, minecraft:bat, 10, 8, 8
1513, forest, traverse:coniferous_forest, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1514, forest, traverse:coniferous_forest, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1515, forest, traverse:wooded_plateau, MONSTER, minecraft:spider, 80, 4, 4
1516, forest, traverse:wooded_plateau, MONSTER, minecraft:zombie, 80, 4, 4
1517, forest, traverse:wooded_plateau, MONSTER, minecraft:zombie_villager, 5, 1, 1
1518, forest, traverse:wooded_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
1519, forest, traverse:wooded_plateau, MONSTER, minecraft:creeper, 80, 4, 4
1520, forest, traverse:wooded_plateau, MONSTER, minecraft:slime, 80, 4, 4
1521, forest, traverse:wooded_plateau, MONSTER, minecraft:enderman, 10, 1, 4
1522, forest, traverse:wooded_plateau, MONSTER, minecraft:witch, 5, 1, 1
1523, forest, traverse:wooded_plateau, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
1524, forest, traverse:wooded_plateau, MONSTER, minecraft:stray, 80, 4, 4
1525, forest, traverse:wooded_plateau, MONSTER, direbats:direbat, 80, 1, 4
1526, forest, traverse:wooded_plateau, MONSTER, quark:stoneling, 80, 1, 1
1527, forest, traverse:wooded_plateau, MONSTER, quark:toretoise, 80, 1, 1
1528, forest, traverse:wooded_plateau, CREATURE, minecraft:sheep, 12, 4, 4
1529, forest, traverse:wooded_plateau, CREATURE, snowpig:snow_pig, 5, 4, 4
1530, forest, traverse:wooded_plateau, CREATURE, minecraft:chicken, 10, 4, 4
1531, forest, traverse:wooded_plateau, CREATURE, minecraft:cow, 8, 4, 4
1532, forest, traverse:wooded_plateau, CREATURE, minecraft:polar_bear, 5, 1, 2
1533, forest, traverse:wooded_plateau, CREATURE, snowpig:snow_pig, 10, 4, 4
1534, forest, traverse:wooded_plateau, AMBIENT, minecraft:bat, 10, 8, 8
1535, forest, traverse:woodlands, MONSTER, minecraft:spider, 80, 4, 4
1536, forest, traverse:woodlands, MONSTER, minecraft:zombie, 80, 4, 4
1537, forest, traverse:woodlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
1538, forest, traverse:woodlands, MONSTER, minecraft:skeleton, 80, 4, 4
1539, forest, traverse:woodlands, MONSTER, minecraft:creeper, 80, 4, 4
1540, forest, traverse:woodlands, MONSTER, minecraft:slime, 80, 4, 4
1541, forest, traverse:woodlands, MONSTER, minecraft:enderman, 10, 1, 4
1542, forest, traverse:woodlands, MONSTER, minecraft:witch, 5, 1, 1
1543, forest, traverse:woodlands, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
1544, forest, traverse:woodlands, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1545, forest, traverse:woodlands, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1546, forest, traverse:woodlands, MONSTER, minecraft:stray, 80, 4, 4
1547, forest, traverse:woodlands, MONSTER, eidolon:wraith, 80, 1, 2
1548, forest, traverse:woodlands, MONSTER, eidolon:zombie_brute, 20, 1, 2
1549, forest, traverse:woodlands, MONSTER, iceandfire:troll, 5, 1, 3
1550, forest, traverse:woodlands, MONSTER, druidcraft:beetle, 10, 1, 2
1551, forest, traverse:woodlands, MONSTER, direbats:direbat, 80, 1, 4
1552, forest, traverse:woodlands, MONSTER, quark:stoneling, 80, 1, 1
1553, forest, traverse:woodlands, MONSTER, quark:toretoise, 80, 1, 1
1554, forest, traverse:woodlands, CREATURE, minecraft:sheep, 12, 4, 4
1555, forest, traverse:woodlands, CREATURE, snowpig:snow_pig, 5, 4, 4
1556, forest, traverse:woodlands, CREATURE, minecraft:chicken, 10, 4, 4
1557, forest, traverse:woodlands, CREATURE, minecraft:cow, 8, 4, 4
1558, forest, traverse:woodlands, CREATURE, minecraft:wolf, 5, 4, 4
1559, forest, traverse:woodlands, CREATURE, minecraft:polar_bear, 5, 1, 2
1560, forest, traverse:woodlands, CREATURE, snowpig:snow_pig, 10, 4, 4
1561, forest, traverse:woodlands, CREATURE, druidcraft:lunar_moth, 5, 2, 5
1562, forest, traverse:woodlands, AMBIENT, minecraft:bat, 10, 8, 8
1563, forest, traverse:woodlands, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1564, forest, traverse:woodlands, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1565, desert, traverse:desert_shrubland, MONSTER, minecraft:spider, 80, 4, 4
1566, desert, traverse:desert_shrubland, MONSTER, minecraft:zombie, 80, 4, 4
1567, desert, traverse:desert_shrubland, MONSTER, minecraft:zombie_villager, 5, 1, 1
1568, desert, traverse:desert_shrubland, MONSTER, minecraft:skeleton, 80, 4, 4
1569, desert, traverse:desert_shrubland, MONSTER, minecraft:creeper, 80, 4, 4
1570, desert, traverse:desert_shrubland, MONSTER, minecraft:slime, 80, 4, 4
1571, desert, traverse:desert_shrubland, MONSTER, minecraft:enderman, 10, 1, 4
1572, desert, traverse:desert_shrubland, MONSTER, minecraft:witch, 5, 1, 1
1573, desert, traverse:desert_shrubland, MONSTER, minecraft:husk, 80, 4, 4
1574, desert, traverse:desert_shrubland, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
1575, desert, traverse:desert_shrubland, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1576, desert, traverse:desert_shrubland, MONSTER, alexsmobs:guster, 35, 1, 2
1577, desert, traverse:desert_shrubland, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1578, desert, traverse:desert_shrubland, MONSTER, alexsmobs:guster, 35, 1, 2
1579, desert, traverse:desert_shrubland, MONSTER, minecraft:stray, 80, 4, 4
1580, desert, traverse:desert_shrubland, MONSTER, eidolon:wraith, 80, 1, 2
1581, desert, traverse:desert_shrubland, MONSTER, eidolon:zombie_brute, 20, 1, 2
1582, desert, traverse:desert_shrubland, MONSTER, quark:stoneling, 80, 1, 1
1583, desert, traverse:desert_shrubland, MONSTER, quark:toretoise, 80, 1, 1
1584, desert, traverse:desert_shrubland, CREATURE, minecraft:rabbit, 5, 2, 3
1585, desert, traverse:desert_shrubland, CREATURE, minecraft:polar_bear, 5, 1, 2
1586, desert, traverse:desert_shrubland, CREATURE, snowpig:snow_pig, 10, 4, 4
1587, desert, traverse:desert_shrubland, AMBIENT, minecraft:bat, 10, 8, 8
1588, desert, traverse:desert_shrubland, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1589, desert, traverse:desert_shrubland, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1590, taiga, traverse:snowy_coniferous_wooded_hills, MONSTER, minecraft:spider, 80, 4, 4
1591, taiga, traverse:snowy_coniferous_wooded_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
1592, taiga, traverse:snowy_coniferous_wooded_hills, MONSTER, minecraft:skeleton, 80, 4, 4
1593, taiga, traverse:snowy_coniferous_wooded_hills, MONSTER, minecraft:creeper, 80, 4, 4
1594, taiga, traverse:snowy_coniferous_wooded_hills, MONSTER, minecraft:slime, 80, 4, 4
1595, taiga, traverse:snowy_coniferous_wooded_hills, MONSTER, minecraft:enderman, 10, 1, 4
1596, taiga, traverse:snowy_coniferous_wooded_hills, MONSTER, minecraft:witch, 5, 1, 1
1597, taiga, traverse:snowy_coniferous_wooded_hills, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
1598, taiga, traverse:snowy_coniferous_wooded_hills, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
1599, taiga, traverse:snowy_coniferous_wooded_hills, MONSTER, minecraft:stray, 80, 4, 4
1600, taiga, traverse:snowy_coniferous_wooded_hills, MONSTER, direbats:direbat, 80, 1, 4
1601, taiga, traverse:snowy_coniferous_wooded_hills, MONSTER, quark:stoneling, 80, 1, 1
1602, taiga, traverse:snowy_coniferous_wooded_hills, MONSTER, quark:toretoise, 80, 1, 1
1603, taiga, traverse:snowy_coniferous_wooded_hills, CREATURE, minecraft:sheep, 12, 4, 4
1604, taiga, traverse:snowy_coniferous_wooded_hills, CREATURE, snowpig:snow_pig, 5, 4, 4
1605, taiga, traverse:snowy_coniferous_wooded_hills, CREATURE, minecraft:chicken, 10, 4, 4
1606, taiga, traverse:snowy_coniferous_wooded_hills, CREATURE, minecraft:cow, 8, 4, 4
1607, taiga, traverse:snowy_coniferous_wooded_hills, CREATURE, minecraft:wolf, 5, 4, 4
1608, taiga, traverse:snowy_coniferous_wooded_hills, CREATURE, minecraft:polar_bear, 5, 1, 2
1609, taiga, traverse:snowy_coniferous_wooded_hills, CREATURE, snowpig:snow_pig, 10, 4, 4
1610, taiga, traverse:snowy_coniferous_wooded_hills, AMBIENT, minecraft:bat, 10, 8, 8
1611, jungle, traverse:mini_jungle, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
1612, jungle, traverse:mini_jungle, MONSTER, betterdefaultbiomes:jungle_creeper, 80, 1, 3
1613, jungle, traverse:mini_jungle, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1614, jungle, traverse:mini_jungle, MONSTER, alexsmobs:centipede_head, 8, 1, 1
1615, jungle, traverse:mini_jungle, MONSTER, minecraft:stray, 80, 4, 4
1616, jungle, traverse:mini_jungle, MONSTER, eidolon:wraith, 80, 1, 2
1617, jungle, traverse:mini_jungle, MONSTER, eidolon:zombie_brute, 20, 1, 2
1618, jungle, traverse:mini_jungle, MONSTER, druidcraft:beetle, 10, 1, 2
1619, jungle, traverse:mini_jungle, MONSTER, quark:stoneling, 80, 1, 1
1620, jungle, traverse:mini_jungle, MONSTER, quark:toretoise, 80, 1, 1
1621, jungle, traverse:mini_jungle, CREATURE, minecraft:parrot, 40, 1, 2
1622, jungle, traverse:mini_jungle, CREATURE, minecraft:panda, 5, 1, 2
1623, jungle, traverse:mini_jungle, CREATURE, minecraft:chicken, 10, 4, 4
1624, jungle, traverse:mini_jungle, CREATURE, minecraft:ocelot, 5, 1, 1
1625, jungle, traverse:mini_jungle, CREATURE, minecraft:polar_bear, 5, 1, 2
1626, jungle, traverse:mini_jungle, CREATURE, snowpig:snow_pig, 10, 4, 4
1627, jungle, traverse:mini_jungle, CREATURE, iceandfire:amphithere, 50, 1, 3
1628, jungle, traverse:mini_jungle, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1629, jungle, traverse:mini_jungle, AMBIENT, alexsmobs:cockroach, 5, 5, 5
1630, jungle, traverse:mini_jungle, WATER_AMBIENT, minecraft:tropical_fish, 30, 5, 8
1631, forest, traverse:coniferous_wooded_hills, MONSTER, minecraft:spider, 80, 4, 4
1632, forest, traverse:coniferous_wooded_hills, MONSTER, minecraft:zombie, 80, 4, 4
1633, forest, traverse:coniferous_wooded_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
1634, forest, traverse:coniferous_wooded_hills, MONSTER, minecraft:skeleton, 80, 4, 4
1635, forest, traverse:coniferous_wooded_hills, MONSTER, minecraft:creeper, 80, 4, 4
1636, forest, traverse:coniferous_wooded_hills, MONSTER, minecraft:slime, 80, 4, 4
1637, forest, traverse:coniferous_wooded_hills, MONSTER, minecraft:enderman, 10, 1, 4
1638, forest, traverse:coniferous_wooded_hills, MONSTER, minecraft:witch, 5, 1, 1
1639, forest, traverse:coniferous_wooded_hills, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
1640, forest, traverse:coniferous_wooded_hills, MONSTER, minecraft:stray, 80, 4, 4
1641, forest, traverse:coniferous_wooded_hills, MONSTER, direbats:direbat, 80, 1, 4
1642, forest, traverse:coniferous_wooded_hills, MONSTER, quark:stoneling, 80, 1, 1
1643, forest, traverse:coniferous_wooded_hills, MONSTER, quark:toretoise, 80, 1, 1
1644, forest, traverse:coniferous_wooded_hills, CREATURE, minecraft:sheep, 12, 4, 4
1645, forest, traverse:coniferous_wooded_hills, CREATURE, snowpig:snow_pig, 5, 4, 4
1646, forest, traverse:coniferous_wooded_hills, CREATURE, minecraft:chicken, 10, 4, 4
1647, forest, traverse:coniferous_wooded_hills, CREATURE, minecraft:cow, 8, 4, 4
1648, forest, traverse:coniferous_wooded_hills, CREATURE, minecraft:wolf, 5, 4, 4
1649, forest, traverse:coniferous_wooded_hills, CREATURE, minecraft:polar_bear, 5, 1, 2
1650, forest, traverse:coniferous_wooded_hills, CREATURE, snowpig:snow_pig, 10, 4, 4
1651, forest, traverse:coniferous_wooded_hills, AMBIENT, minecraft:bat, 10, 8, 8
1652, forest, traverse:autumnal_wooded_hills, MONSTER, minecraft:spider, 80, 4, 4
1653, forest, traverse:autumnal_wooded_hills, MONSTER, minecraft:zombie, 80, 4, 4
1654, forest, traverse:autumnal_wooded_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
1655, forest, traverse:autumnal_wooded_hills, MONSTER, minecraft:skeleton, 80, 4, 4
1656, forest, traverse:autumnal_wooded_hills, MONSTER, minecraft:creeper, 80, 4, 4
1657, forest, traverse:autumnal_wooded_hills, MONSTER, minecraft:slime, 80, 4, 4
1658, forest, traverse:autumnal_wooded_hills, MONSTER, minecraft:enderman, 10, 1, 4
1659, forest, traverse:autumnal_wooded_hills, MONSTER, minecraft:witch, 5, 1, 1
1660, forest, traverse:autumnal_wooded_hills, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
1661, forest, traverse:autumnal_wooded_hills, MONSTER, minecraft:stray, 80, 4, 4
1662, forest, traverse:autumnal_wooded_hills, MONSTER, direbats:direbat, 80, 1, 4
1663, forest, traverse:autumnal_wooded_hills, MONSTER, quark:stoneling, 80, 1, 1
1664, forest, traverse:autumnal_wooded_hills, MONSTER, quark:toretoise, 80, 1, 1
1665, forest, traverse:autumnal_wooded_hills, CREATURE, minecraft:sheep, 12, 4, 4
1666, forest, traverse:autumnal_wooded_hills, CREATURE, snowpig:snow_pig, 5, 4, 4
1667, forest, traverse:autumnal_wooded_hills, CREATURE, minecraft:chicken, 10, 4, 4
1668, forest, traverse:autumnal_wooded_hills, CREATURE, minecraft:cow, 8, 4, 4
1669, forest, traverse:autumnal_wooded_hills, CREATURE, minecraft:wolf, 5, 4, 4
1670, forest, traverse:autumnal_wooded_hills, CREATURE, minecraft:polar_bear, 5, 1, 2
1671, forest, traverse:autumnal_wooded_hills, CREATURE, snowpig:snow_pig, 10, 4, 4
1672, forest, traverse:autumnal_wooded_hills, AMBIENT, minecraft:bat, 10, 8, 8
1673, plains, traverse:rocky_edge, MONSTER, minecraft:spider, 80, 4, 4
1674, plains, traverse:rocky_edge, MONSTER, minecraft:zombie, 80, 4, 4
1675, plains, traverse:rocky_edge, MONSTER, minecraft:zombie_villager, 5, 1, 1
1676, plains, traverse:rocky_edge, MONSTER, minecraft:skeleton, 80, 4, 4
1677, plains, traverse:rocky_edge, MONSTER, minecraft:creeper, 80, 4, 4
1678, plains, traverse:rocky_edge, MONSTER, minecraft:slime, 80, 4, 4
1679, plains, traverse:rocky_edge, MONSTER, minecraft:enderman, 10, 1, 4
1680, plains, traverse:rocky_edge, MONSTER, minecraft:witch, 5, 1, 1
1681, plains, traverse:rocky_edge, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
1682, plains, traverse:rocky_edge, MONSTER, minecraft:stray, 80, 4, 4
1683, plains, traverse:rocky_edge, MONSTER, quark:stoneling, 80, 1, 1
1684, plains, traverse:rocky_edge, MONSTER, quark:toretoise, 80, 1, 1
1685, plains, traverse:rocky_edge, CREATURE, frozenup:chilloo, 5, 2, 3
1686, plains, traverse:rocky_edge, CREATURE, snowpig:snow_pig, 5, 4, 4
1687, plains, traverse:rocky_edge, CREATURE, minecraft:chicken, 10, 4, 4
1688, plains, traverse:rocky_edge, CREATURE, minecraft:cow, 8, 4, 4
1689, plains, traverse:rocky_edge, CREATURE, minecraft:polar_bear, 5, 1, 2
1690, plains, traverse:rocky_edge, CREATURE, snowpig:snow_pig, 10, 4, 4
1691, plains, traverse:rocky_edge, AMBIENT, minecraft:bat, 10, 8, 8
1692, taiga, traverse:snowy_high_coniferous_forest, MONSTER, minecraft:spider, 80, 4, 4
1693, taiga, traverse:snowy_high_coniferous_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1694, taiga, traverse:snowy_high_coniferous_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1695, taiga, traverse:snowy_high_coniferous_forest, MONSTER, minecraft:creeper, 80, 4, 4
1696, taiga, traverse:snowy_high_coniferous_forest, MONSTER, minecraft:slime, 80, 4, 4
1697, taiga, traverse:snowy_high_coniferous_forest, MONSTER, minecraft:enderman, 10, 1, 4
1698, taiga, traverse:snowy_high_coniferous_forest, MONSTER, minecraft:witch, 5, 1, 1
1699, taiga, traverse:snowy_high_coniferous_forest, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
1700, taiga, traverse:snowy_high_coniferous_forest, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
1701, taiga, traverse:snowy_high_coniferous_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
